roate	10.78345668
raise	10.88629356
raile	10.94518964
soare	11.11833179
arise	11.37257169
irate	11.38213074
orate	11.40201973
ariel	11.65132593
arose	11.78222325
raine	11.96692877
artel	12.04540549
taler	12.08842121
ratel	12.46430774
aesir	12.47139994
arles	12.47278754
realo	12.48296331
alter	12.4908264
saner	12.51472402
later	12.53214616
snare	12.68817453
oater	12.71453901
salet	12.71931853
taser	12.72008942
stare	12.72332717
tares	12.7677305
slate	12.77297256
alert	12.7775979
reais	12.7797564
lares	12.80365402
reast	12.8073543
strae	12.82169288
laser	12.87102991
saine	12.95490287
rales	12.99236818
urate	12.99730188
crate	13.00979032
serai	13.01364477
toile	13.03507555
seral	13.04170521
rates	13.08610854
carte	13.1197194
antre	13.19603762
slane	13.20359235
trace	13.20975948
coate	13.29656183
carle	13.32755165
carse	13.35468702
stoae	13.36609621
reals	13.37380512
terai	13.410037
aeros	13.4206753
liane	13.43347209
tears	13.46446192
caret	13.49159729
stale	13.49236818
alure	13.50547333
slier	13.55403947
resat	13.5686864
sorel	13.57809127
tales	13.59181314
nares	13.59273821
aisle	13.59674684
litre	13.62064447
saice	13.65548874
learn	13.67738205
earnt	13.69958372
oriel	13.70020043
earst	13.70790934
lears	13.71099291
paire	13.71839346
reoil	13.74321616
alone	13.77065988
teras	13.77867715
urase	13.78268578
leant	13.78792784
aloes	13.80504163
torse	13.91204132
aster	13.93516805
arets	13.94858156
least	13.95382362
soler	13.96554117
reans	13.97217083
retia	14.01780759
laten	14.02320382
siler	14.03923836
anole	14.04155103
crane	14.05234351
trone	14.06652791
laers	14.07639531
earls	14.08564601
stear	14.08950046
atone	14.09119642
ayrie	14.0962843
trail	14.17830712
stane	14.23350293
react	14.24660808
haole	14.26788467
teals	14.27173913
maire	14.27251002
toise	14.28977798
tiler	14.33248535
nears	14.3810515
neral	14.38274746
aline	14.38691027
scare	14.39831946
ursae	14.42098366
cater	14.42329633
trade	14.44318532
scrae	14.45089423
renal	14.48358002
sayer	14.49375578
store	14.49452667
liart	14.50038545
stire	14.51426149
sared	14.52829171
uraei	14.53075856
prate	14.5446346
oaten	14.5517268
tries	14.55419365
ronte	14.57392846
cares	14.59875116
trine	14.6140148
rayle	14.63066605
lanes	14.66520197
anile	14.66982732
rance	14.68123651
setal	14.70127968
roset	14.71099291
earns	14.72286463
arsey	14.72995683
parle	14.73535307
relit	14.73689485
snore	14.74136602
leats	14.74383287
trape	14.75339192
solar	14.78253161
anise	14.79656183
trial	14.80195806
reist	14.81213383
loser	14.84158187
orles	14.84882825
lores	14.8548412
tolar	14.86147086
roast	14.87580944
liter	14.89924453
alien	14.91882516
irone	14.91990441
aures	14.92745914
roles	14.94087265
lacet	14.94102683
teary	14.94888992
rayne	14.95074006
oiler	15.00131051
senor	15.01426149
nacre	15.03137527
siren	15.04386371
saute	15.05095591
salue	15.05157262
tires	15.05958989
riles	15.07608696
telia	15.08533765
stole	15.08564601
serac	15.09412581
grate	15.09443417
rathe	15.13035769
taels	15.13097441
nates	15.13282455
haler	15.15163429
tores	15.15302189
toeas	15.16566451
rinse	15.17121492
tared	15.17938637
races	15.18385754
tesla	15.19634598
roule	15.19865865
porae	15.21762257
deair	15.22964847
aeons	15.23103608
orals	15.23689485
caste	15.24198273
irade	15.24583719
share	15.25339192
leirs	15.25925069
sarge	15.26125501
lacer	15.26850139
ariot	15.29162812
sitar	15.30874191
orant	15.31984274
soral	15.32308048
solei	15.32878508
leans	15.34481961
slart	15.34682393
larnt	15.35360777
trice	15.35669134
crise	15.35715387
serin	15.3682547
loure	15.36948813
ramie	15.37781375
arils	15.38644773
toles	15.38999383
urite	15.41805427
marle	15.42483811
rotes	15.43038853
peart	15.4695498
tenor	15.48234659
ureal	15.4837342
targe	15.48419673
nitre	15.49452667
canoe	15.49622263
resit	15.52752081
parse	15.52844588
aiery	15.53245452
thrae	15.53677151
route	15.54417206
caner	15.54756398
neals	15.55635214
stair	15.56976565
dares	15.59320074
scale	15.60260561
areic	15.60630589
tinea	15.66366019
toner	15.66566451
rites	15.66797718
rails	15.66813136
layer	15.67383595
seron	15.67861548
sonar	15.68015726
hater	15.6961918
thale	15.70436324
hares	15.71207216
aurei	15.7273358
lairs	15.73041936
marse	15.7393617
dater	15.74167438
clear	15.75431699
acres	15.75755473
ceria	15.76927228
neats	15.77574776
riels	15.79224484
sarin	15.79548258
glare	15.80257478
nerol	15.80720012
sated	15.81860931
sager	15.81891767
arsed	15.81907185
rated	15.82308048
ayres	15.82323466
rased	15.83371878
rotal	15.83757323
train	15.84189023
prase	15.86285846
osier	15.86486278
rials	15.86902559
riant	15.86917977
lotes	15.87442183
leary	15.87904718
corse	15.8802806
antes	15.88135985
adore	15.89076472
loner	15.89138144
heart	15.90849522
raits	15.93177613
laris	15.93239285
plate	15.93501388
stile	15.93963922
derat	15.94873574
taper	15.9575239
liers	15.95906568
potae	15.9673913
clote	15.96985816
pareo	15.97787542
cates	16.00223558
slade	16.00732347
taros	16.01164046
pater	16.01318224
argle	16.02782917
taces	16.03430466
sayne	16.05003084
claes	16.05296022
maise	16.06406105
aired	16.06591119
oared	16.07161579
palet	16.08333333
rimae	16.08333333
armet	16.09119642
large	16.09165896
arled	16.10214308
paise	16.12033611
rouse	16.12079864
isnae	16.14068763
triol	16.15240518
morae	16.15286772
liars	16.16011409
resto	16.16165587
ureas	16.16165587
sabre	16.17321924
ourie	16.17599445
loast	16.18802035
ramet	16.19002467
terns	16.19017885
lyase	16.20312982
paler	16.20729263
lance	16.22224792
halse	16.22363552
shale	16.2322695
tiars	16.24398705
pearl	16.25925069
recta	16.26017576
noise	16.26788467
maile	16.28484428
dealt	16.3002621
lathe	16.31074622
teloi	16.32092199
score	16.32523898
louie	16.32816836
spare	16.33680234
noter	16.36871724
years	16.37118409
tased	16.39045637
ceorl	16.40772433
gater	16.41373728
yearn	16.41774591
ratio	16.41913352
rones	16.42545483
ratos	16.4263799
tiles	16.43193031
trans	16.43902251
eorls	16.44287697
tarsi	16.44981499
liras	16.46076164
toras	16.47633364
recal	16.48573851
liner	16.50346901
prole	16.5339963
segar	16.53815911
cries	16.54987666
shear	16.55141844
lader	16.55296022
risen	16.55342276
tuile	16.55588961
steal	16.57192414
roans	16.57408264
paren	16.58148319
tiers	16.58225409
telos	16.59027135
toran	16.60075547
tenia	16.60121801
gares	16.60954363
tamer	16.62789084
elain	16.64824237
petar	16.65024669
frate	16.65888067
stade	16.66982732
aruhe	16.67229417
socle	16.67584027
resay	16.67830712
noser	16.68879124
spaer	16.68879124
laces	16.69064138
brane	16.69387912
pares	16.70698427
rines	16.70991366
saned	16.71299722
teils	16.71901018
stela	16.72980265
dears	16.7415202
rents	16.74722479
drole	16.74799568
sorta	16.74984582
aider	16.75308356
artis	16.77590194
snarl	16.7762103
sieur	16.77852297
crone	16.78052729
silen	16.79486586
tarns	16.79902868
saber	16.79964539
mater	16.80750848
lated	16.80997533
dates	16.81352143
stone	16.81876349
erica	16.82230959
niter	16.82770583
alder	16.83109775
outre	16.83371878
airts	16.83556892
blare	16.84589886
lutea	16.85021585
thane	16.85992908
wrate	16.86671292
slyer	16.88721862
canes	16.89168979
togae	16.91867098
ocrea	16.91975023
nerts	16.92005859
lites	16.92406722
crena	16.92591736
farse	16.92792168
seric	16.92853839
moire	16.93686401
urena	16.9384058
rotas	16.94133518
lirot	16.95212766
losen	16.95428615
rains	16.95444033
close	16.95474869
elans	16.95952821
farle	16.96708295
yeast	16.97232501
plane	16.99144311
tread	17.00238976
sauce	17.00809436
tsade	17.0113321
cires	17.01641998
hears	17.02243293
reins	17.02736664
hanse	17.03214616
renos	17.05049337
larns	17.05249769
cosie	17.07824545
rages	17.08302498
loran	17.08379587
resin	17.08564601
locie	17.09011718
reads	17.09566759
aloed	17.10168054
apter	17.11355227
crine	17.11864015
yates	17.12696577
urine	17.1295868
dearn	17.1380666
ancle	17.13822078
citer	17.1451588
stean	17.15317607
trona	17.1544095
cause	17.15502621
slice	17.15518039
mares	17.167823
rapes	17.18586186
aimer	17.1890996
tones	17.19418748
maser	17.20066297
ulnae	17.20220475
cadre	17.20390071
hales	17.20806352
shire	17.22255628
astir	17.23350293
great	17.234428
early	17.23720321
leapt	17.25123343
naris	17.25200432
lased	17.26048412
waite	17.26218008
cleat	17.26927228
clart	17.27297256
istle	17.27713537
rants	17.27728955
lager	17.27775208
islet	17.27898551
arson	17.30257478
luter	17.31167129
relay	17.31167129
dales	17.31922603
arpen	17.36301264
earth	17.363321
taber	17.36455442
roist	17.3682547
trope	17.36948813
ranis	17.37812211
daine	17.37873882
apert	17.39045637
rotan	17.39230651
abore	17.39369411
realm	17.39708603
vaire	17.40448659
perai	17.40849522
dorse	17.41512488
trues	17.41805427
noles	17.4220629
yales	17.42884675
inter	17.43532223
thole	17.44657724
tripe	17.45999075
braes	17.46261178
shore	17.47695035
inert	17.47910885
tride	17.48435091
stern	17.49344743
olent	17.49884366
diane	17.49976873
salto	17.51056121
lamer	17.51071539
flare	17.51888683
toyer	17.52567068
sired	17.5290626
urial	17.52952513
starn	17.5304502
eards	17.53723404
cadet	17.53738822
tapen	17.54093432
cores	17.5517268
acers	17.56144002
trode	17.57454517
maerl	17.57516189
crest	17.59042553
tails	17.59597595
lento	17.60075547
denar	17.605535
table	17.605535
coset	17.60831021
tyler	17.6161733
salep	17.61848597
roues	17.6197194
baser	17.62295714
renay	17.63097441
recit	17.6317453
lades	17.63297872
slant	17.64824237
carol	17.65209682
seton	17.65888067
pilae	17.66273512
enrol	17.66658958
escar	17.66689793
bares	17.67584027
samel	17.67907801
pears	17.68324083
crape	17.68401172
inlet	17.68432007
safer	17.68740364
blaer	17.6904872
manet	17.69387912
lures	17.7011255
urali	17.70158804
afire	17.70436324
louse	17.70729263
afore	17.71299722
paten	17.71484736
teads	17.71947271
spale	17.72425224
airns	17.72795251
lande	17.72795251
soyle	17.73519889
aunes	17.73596978
gears	17.74414123
blate	17.75431699
coste	17.75431699
horse	17.75431699
lapse	17.75462535
shier	17.76356768
throe	17.77883133
roils	17.80118717
taker	17.80843355
cared	17.81490903
loirs	17.81922603
royne	17.81922603
aides	17.82184706
sture	17.83125193
apres	17.83156028
utile	17.83402714
tawie	17.84296947
range	17.86594203
talon	17.86655874
panel	17.87010484
luser	17.88428924
uraos	17.88521431
sored	17.88768116
styre	17.89107308
